ACCELEROMETER X (m/s²),ACCELEROMETER Y (m/s²),ACCELEROMETER Z (m/s²),GRAVITY X (m/s²),GRAVITY Y (m/s²),GRAVITY Z (m/s²),LINEAR ACCELERATION X (m/s²),LINEAR ACCELERATION Y (m/s²),LINEAR ACCELERATION Z (m/s²),GYROSCOPE X (rad/s),GYROSCOPE Y (rad/s),GYROSCOPE Z (rad/s),LIGHT ( lux),MAGNETIC FIELD X (μT),MAGNETIC FIELD Y (μT),MAGNETIC FIELD Z (μT),ORIENTATION X (°),ORIENTATION Y (°),ORIENTATION Z (°),PROXIMITY ( cm),SOUND LEVEL (dB),LOCATION Latitude : ,LOCATION Longitude : ,LOCATION Altitude ( m),LOCATION Altitude-google ( m),LOCATION Speed ( Kmh),LOCATION Accuracy ( m),LOCATION ORIENTATION (°),Satellites in range,Time since start in ms ,YYYY-MO-DD HH-MI-SS_SSS
0.8924,-4.3051,-2.1575,1.9664,-9.5539,-1.0136,-1.5447,5.5233,-1.693,-0.8198,0.4887,-0.2541,1462.0,-96.6,24.3,67.3,172.07,76.96,-117.27,,61.423,,,,NaN,,,,0 / 0,4860,2014-12-14 04:29:20:085
-2.6772,-12.7683,-4.2365,1.5868,-9.3873,-2.3518,-4.264,-3.3809,-1.8847,-0.832,1.168,0.1772,995.0,-98.7,22.6,70.2,202.84,73.18,-145.99,,61.423,,,,NaN,,,,0 / 0,4910,2014-12-14 04:29:20:135
-2.6772,-12.7683,-4.2365,1.5868,-9.3873,-2.3518,-4.264,-3.3809,-1.8847,-0.832,1.168,0.1772,995.0,-98.7,22.6,70.2,202.84,73.18,-145.99,,61.423,,,,NaN,,,,0 / 0,4960,2014-12-14 04:29:20:185
2.9812,-8.9437,-1.9319,1.3167,-9.3569,-2.6238,1.6645,0.4133,0.6919,-0.8711,0.3738,-0.1344,995.0,-100.5,21.3,71.2,210.66,72.58,-153.35,,61.423,,,,NaN,,,,0 / 0,5063,2014-12-14 04:29:20:288
2.9812,-8.9437,-1.9319,1.3167,-9.3569,-2.6238,1.6645,0.4133,0.6919,-0.8711,0.3738,-0.1344,995.0,-100.5,21.3,71.2,210.66,72.58,-153.35,,61.423,,,,NaN,,,,0 / 0,5068,2014-12-14 04:29:20:293
-0.3432,-10.2283,-2.4811,1.7055,-9.1506,-3.0867,-2.0488,-1.0777,0.6057,-0.8271,1.135,-0.2065,995.0,-103.1,18.2,72.6,206.83,70.72,-149.99,,61.423,,,,NaN,,,,0 / 0,5112,2014-12-14 04:29:20:337
-0.3432,-10.2283,-2.4811,1.7055,-9.1506,-3.0867,-2.0488,-1.0777,0.6057,-0.7318,1.0495,-0.3213,995.0,-103.1,18.2,74.1,212.74,67.6,-153.91,,61.423,,,,NaN,,,,0 / 0,5160,2014-12-14 04:29:20:385
-0.5394,-9.9832,-0.7943,1.8447,-9.0682,-3.2458,-2.384,-0.915,2.4515,-0.4777,0.9688,-0.4777,461.0,-110.9,13.0,74.6,212.74,67.6,-153.91,,61.423,,,,NaN,,,,0 / 0,5210,2014-12-14 04:29:20:435
-0.0588,-10.5127,1.3925,1.8301,-9.3003,-2.5151,-1.8889,-1.2124,3.9077,0.292,0.6976,-0.4789,191.0,-115.7,10.8,71.7,203.83,71.51,-143.96,,62.645,,,,NaN,,,,0 / 0,5261,2014-12-14 04:29:20:486
3.6481,-11.5326,-0.8238,1.8301,-9.3003,-2.5151,-1.8889,-1.2124,3.9077,0.292,0.6976,-0.4789,191.0,-115.7,10.8,71.7,203.83,71.51,-143.96,,62.645,,,,NaN,,,,0 / 0,5311,2014-12-14 04:29:20:536
4.9131,-11.6797,-2.942,1.0811,-9.7258,0.6411,3.832,-1.954,-3.5831,2.0672,-1.0287,0.9566,171.0,-115.3,15.6,58.0,121.58,82.64,-59.33,,62.645,,,,NaN,,,,0 / 0,5360,2014-12-14 04:29:20:585
1.0101,-11.1698,-3.0793,1.1093,-9.7205,0.6722,-0.0992,-1.4493,-3.7515,1.7874,-0.2712,1.2865,171.0,-112.7,17.8,51.7,122.92,82.4,-58.78,,62.645,,,,NaN,,,,0 / 0,5410,2014-12-14 04:29:20:635
2.1869,-8.4533,-0.7551,0.6054,-9.738,0.987,1.5814,1.2847,-1.7421,1.5968,-0.9505,1.2877,171.0,-109.6,19.5,47.3,97.21,83.22,-31.52,,62.645,,,,NaN,,,,0 / 0,5460,2014-12-14 04:29:20:685
1.4024,-7.9434,-2.893,0.346,-9.7234,1.2276,1.4767,3.2437,-3.9454,1.2217,-2.149,0.5669,1000.0,-104.4,20.8,40.9,82.89,82.53,-15.74,,62.645,,,,NaN,,,,0 / 0,5510,2014-12-14 04:29:20:735
2.638,-5.6781,-2.1378,0.3721,-9.7451,1.0318,2.2659,4.0671,-3.1697,0.8528,-1.5113,0.4472,1000.0,-104.0,20.8,40.9,82.89,82.53,-15.74,,62.645,,,,NaN,,,,0 / 0,5561,2014-12-14 04:29:20:786
2.0986,-7.9826,0.3923,0.6211,-9.7688,0.5954,1.4775,1.7862,-0.2031,-0.3824,-0.6402,0.6341,1000.0,-102.7,20.4,39.9,114.07,84.97,-46.21,,62.645,,,,NaN,,,,0 / 0,5611,2014-12-14 04:29:20:836
2.0104,-8.3945,2.6772,0.7383,-9.7752,0.2668,1.2721,1.3807,2.4104,-0.8283,0.1662,0.1246,2242.0,-102.2,19.9,41.9,137.09,85.41,-70.13,,56.797,,,,NaN,,,,0 / 0,5661,2014-12-14 04:29:20:886
3.4225,-8.3945,4.9033,1.0775,-9.7424,0.3081,2.345,1.3479,4.5952,-1.1655,-0.2395,-0.1576,2242.0,-101.8,18.6,42.9,137.09,85.41,-70.13,,56.797,,,,NaN,,,,0 / 0,5711,2014-12-14 04:29:20:936
3.501,-8.6299,4.8249,1.2132,-9.7243,0.3685,2.2878,1.0945,4.4564,-1.1643,-0.4081,-0.1845,2242.0,-101.4,18.6,43.4,138.96,82.57,-73.1,,56.797,,,,NaN,,,,0 / 0,5761,2014-12-14 04:29:20:986
2.942,-10.1205,2.8145,1.8702,-9.5851,0.8939,1.0718,-0.5354,1.9206,-0.248,0.5168,-0.2737,2242.0,-101.4,16.0,45.3,131.48,78.71,-67.35,,56.797,,,,NaN,,,,0 / 0,5811,2014-12-14 04:29:21:036
2.6674,-13.494,-6.0507,2.2046,-9.4967,1.0596,-0.1035,1.9779,-10.9278,-1.7165,3.157,0.1283,2242.0,-101.4,14.7,46.8,126.92,75.56,-64.33,,56.797,,,,NaN,,,,0 / 0,5861,2014-12-14 04:29:21:086
1.3435,-5.5408,-7.5315,2.1179,-9.5738,0.1656,-0.7744,4.033,-7.6971,-1.7752,3.2132,0.1772,1561.0,-101.4,13.9,46.8,126.92,75.56,-64.33,,56.797,,,,NaN,,,,0 / 0,5911,2014-12-14 04:29:21:136
-0.9807,-3.6383,-2.991,2.2808,-9.4796,-1.0519,-3.2614,5.8413,-1.9392,-0.8662,0.1271,-0.5119,1561.0,-101.8,13.4,48.7,179.04,75.16,-114.76,,56.797,,,,NaN,,,,0 / 0,5960,2014-12-14 04:29:21:185
-6.4528,-11.9249,-6.8843,2.1043,-9.4181,-1.7442,-8.5571,-2.5068,-5.14,-1.4526,0.2651,0.0489,1561.0,-101.4,12.6,50.7,193.83,73.82,-129.66,,56.797,,,,NaN,,,,0 / 0,6010,2014-12-14 04:29:21:235
2.4026,-9.1986,-1.4612,1.2847,-9.4337,-2.3507,1.1179,0.235,0.8895,-0.6194,0.1332,-0.2419,1561.0,-100.9,11.3,52.1,216.05,74.15,-151.34,,56.797,,,,NaN,,,,0 / 0,6060,2014-12-14 04:29:21:285
1.3729,-9.3555,-2.2849,1.3956,-9.4169,-2.3547,-0.0226,0.0614,0.0698,-0.6096,0.5156,-0.27,803.0,-100.9,11.3,53.1,216.05,74.15,-151.34,,56.797,,,,NaN,,,,0 / 0,6110,2014-12-14 04:29:21:335
-0.1961,-10.3166,-1.8927,1.4946,-9.338,-2.5959,-1.6908,-0.9786,0.7032,-0.5559,0.9456,-0.1173,803.0,-100.9,9.5,53.6,212.38,72.6,-148.27,,56.797,,,,NaN,,,,0 / 0,6160,2014-12-14 04:29:21:385
-0.1177,-10.2185,-2.4909,1.4471,-9.3337,-2.638,-1.5059,-1.032,0.4806,-0.5143,0.6316,-0.182,803.0,-101.8,9.5,53.6,215.59,72.13,-151.25,,56.797,,,,NaN,,,,0 / 0,6211,2014-12-14 04:29:21:436
0.608,-9.434,-1.8437,1.5287,-9.2577,-2.8509,-1.1757,-0.5293,1.1446,-0.5644,0.9798,-0.1991,803.0,-102.2,8.6,54.6,215.59,72.13,-151.25,,65.219,,,,NaN,,,,0 / 0,6260,2014-12-14 04:29:21:485
-0.1177,-9.434,-1.5102,1.5995,-9.2712,-2.7672,-1.7172,-0.1628,1.2569,-0.2688,0.8882,-0.3506,443.0,-104.4,5.6,55.6,214.93,70.76,-150.84,,65.219,,,,NaN,,,,0 / 0,6310,2014-12-14 04:29:21:535
0.2059,-9.4242,-1.0395,1.6524,-9.2949,-2.6541,-1.4465,-0.1293,1.6146,-0.1063,0.7001,-0.5009,443.0,-104.8,5.2,54.6,212.23,71.41,-148.09,,65.219,,,,NaN,,,,0 / 0,6360,2014-12-14 04:29:21:585
1.7064,-9.8557,1.3337,1.8648,-9.3517,-2.289,-0.1584,-0.504,3.6227,0.171,1.212,-0.5168,443.0,-105.7,4.3,54.6,212.23,71.41,-148.09,,65.219,,,,NaN,,,,0 / 0,6411,2014-12-14 04:29:21:636
1.6769,-9.787,1.6867,1.946,-9.3735,-2.1264,-0.2691,-0.4136,3.8131,0.5522,1.5956,-0.485,305.0,-106.6,3.9,53.1,202.3,72.91,-137.54,,65.219,,,,NaN,,,,0 / 0,6461,2014-12-14 04:29:21:686
-0.7943,-15.0924,0.1373,1.6657,-9.6615,-0.2258,-2.4601,-5.4309,0.363,2.5583,1.0018,1.069,305.0,-105.3,5.2,47.8,162.78,80.13,-97.72,,65.219,,,,NaN,,,,0 / 0,6510,2014-12-14 04:29:21:735
5.1877,-13.337,-5.9624,0.8389,-9.7644,0.3516,4.3489,-3.5727,-6.314,1.0189,-0.7123,1.2547,305.0,-102.2,6.0,44.8,133.12,84.68,-67.26,,65.219,,,,NaN,,,,0 / 0,6561,2014-12-14 04:29:21:786
3.2656,-13.494,-4.462,0.8437,-9.7676,0.2284,2.4219,-3.7263,-4.6904,1.4429,-1.1374,1.0617,305.0,-100.9,6.5,43.9,133.12,84.68,-67.26,,65.219,,,,NaN,,,,0 / 0,6611,2014-12-14 04:29:21:836
4.6091,-8.3651,-1.6279,0.7218,-9.7561,0.6838,3.8874,1.391,-2.3117,1.5882,-0.7636,0.9236,1095.0,-98.7,6.9,39.5,114.09,84.18,-46.55,,65.219,,,,NaN,,,,0 / 0,6661,2014-12-14 04:29:21:886
4.5307,-7.8551,-1.7848,0.7876,-9.7428,0.792,3.743,1.8877,-2.5768,1.2413,-0.1881,0.9725,1095.0,-97.9,6.9,38.5,114.09,84.18,-46.55,,55.826,,,,NaN,,,,0 / 0,6711,2014-12-14 04:29:21:936
2.9812,-5.7173,-2.6086,1.1278,-9.7086,0.8011,1.8534,3.9913,-3.4097,0.9065,-1.1106,0.6817,1095.0,-95.7,6.9,35.6,117.95,82.24,-49.19,,55.826,,,,NaN,,,,0 / 0,6761,2014-12-14 04:29:21:986
-0.657,-6.9921,-0.5001,1.2829,-9.7185,0.2733,-2.0788,1.8916,0.4172,-0.6793,-0.38,0.1246,1095.0,-94.4,6.9,36.0,127.47,81.82,-58.75,,55.826,,,,NaN,,,,0 / 0,6811,2014-12-14 04:29:22:036
-0.255,-8.4337,1.3043,1.0329,-9.7511,-0.1369,-1.2879,1.3174,1.4412,-0.7123,-0.4386,-0.022,2221.0,-94.8,6.9,37.0,166.09,83.9,-97.55,,55.826,,,,NaN,,,,0 / 0,6861,2014-12-14 04:29:22:086
1.6769,-9.5026,1.6475,1.0097,-9.7524,-0.204,-0.4537,0.7839,2.0122,-0.6732,-0.4777,-0.1185,2221.0,-94.8,6.5,37.5,166.09,83.9,-97.55,,55.826,,,,NaN,,,,0 / 0,6911,2014-12-14 04:29:22:136
5.3839,-8.7279,-0.7355,1.4306,-9.6954,-0.3511,3.9532,0.9675,-0.3844,-0.5229,-0.0293,-0.0098,2221.0,-94.8,5.6,39.5,168.75,83.97,-101.42,,55.826,,,,NaN,,,,0 / 0,6960,2014-12-14 04:29:22:185
4.972,-18.0148,4.364,1.9013,-9.6025,-0.5897,3.0707,-8.4123,4.9536,0.6255,-1.9963,0.3506,2221.0,-94.0,6.0,40.4,173.98,78.29,-107.23,,55.826,,,,NaN,,,,0 / 0,7010,2014-12-14 04:29:22:235
0.0785,-8.1689,1.9613,1.6418,-9.6677,0.101,-1.5633,1.4988,1.8603,0.0171,0.7672,0.1319,2221.0,-93.5,6.5,39.0,153.1,80.34,-86.48,,55.826,,,,NaN,,,,0 / 0,7060,2014-12-14 04:29:22:285
-0.2746,-8.6789,1.3043,1.5333,-9.6845,0.1725,-1.8079,1.0056,1.1318,-0.0904,0.2211,0.1405,2221.0,-94.0,6.5,39.5,153.1,80.34,-86.48,,55.826,,,,NaN,,,,0 / 0,7111,2014-12-14 04:29:22:336
-2.2653,-9.5321,-0.559,1.2093,-9.7286,0.2492,-3.4746,0.1966,-0.8081,0.237,-0.2578,0.3286,1725.0,-93.1,6.5,40.4,144.58,82.77,-78.36,,55.826,,,,NaN,,,,0 / 0,7160,2014-12-14 04:29:22:385
0.7159,-9.4046,1.4122,0.6776,-9.7735,0.4359,0.0383,0.3689,0.9763,0.0232,-0.193,0.1038,1725.0,-92.2,6.5,39.5,144.58,82.77,-78.36,,55.826,,,,NaN,,,,0 / 0,7210,2014-12-14 04:29:22:435
-1.1768,-10.042,1.3827,0.4629,-9.7782,0.5852,-1.6397,-0.2638,0.7975,0.0476,0.0623,0.1784,1725.0,-91.4,6.9,39.0,121.92,85.19,-55.8,,58.568,,,,NaN,,,,0 / 0,7260,2014-12-14 04:29:22:485
-1.1572,-10.1597,1.3729,0.4038,-9.7798,0.6024,-1.5609,-0.3799,0.7706,0.0379,0.0318,0.1527,1725.0,-91.8,6.9,39.9,100.02,85.76,-33.83,,58.568,,,,NaN,,,,0 / 0,7310,2014-12-14 04:29:22:535
-0.4217,-9.8655,1.3533,0.2461,-9.7799,0.6803,-0.1186,-0.0856,0.83,-0.0428,0.0562,-0.0391,1725.0,-91.8,6.9,39.9,100.02,85.76,-33.83,,58.568,,,,NaN,,,,0 / 0,7360,2014-12-14 04:29:22:585
-0.8238,-9.787,1.1376,0.2827,-9.7761,0.7206,-0.979,-0.011,0.4856,-0.1051,0.0831,-0.0342,1725.0,-91.8,6.5,39.9,87.61,85.47,-21.42,,58.568,,,,NaN,,,,0 / 0,7410,2014-12-14 04:29:22:635
-0.1961,-9.9243,1.2062,0.1603,-9.7823,0.6723,-0.2485,-0.1028,0.5731,-0.1014,0.1283,-0.0415,1725.0,-91.8,6.5,40.4,79.66,85.96,-13.41,,58.568,,,,NaN,,,,0 / 0,7460,2014-12-14 04:29:22:685
-0.1961,-9.9243,1.2062,0.1603,-9.7823,0.6723,-0.2485,-0.1028,0.5731,-0.1014,0.1283,-0.0415,1725.0,-91.8,6.5,40.4,79.66,85.96,-13.41,,58.568,,,,NaN,,,,0 / 0,7510,2014-12-14 04:29:22:735
-0.1177,-9.6203,1.1474,0.158,-9.7752,0.7686,-0.2757,0.1549,0.3788,0.0513,0.0452,-0.0428,1725.0,-91.8,6.9,41.4,80.38,85.91,-14.37,,58.568,,,,NaN,,,,0 / 0,7560,2014-12-14 04:29:22:785
-0.1079,-9.7086,0.9512,0.1689,-9.7747,0.7732,-0.2768,0.0661,0.178,-0.0403,0.1124,-0.0122,1725.0,-91.8,6.5,41.4,78.02,85.37,-12.32,,58.568,,,,NaN,,,,0 / 0,7611,2014-12-14 04:29:22:836
-0.2844,-9.9832,0.9512,0.1689,-9.7747,0.7732,-0.2768,0.0661,0.178,-0.0403,0.1124,-0.0122,1725.0,-91.8,6.5,41.4,78.02,85.37,-12.32,,58.568,,,,NaN,,,,0 / 0,7661,2014-12-14 04:29:22:886
-0.2844,-9.9832,0.9512,0.1689,-9.7747,0.7732,-0.2768,0.0661,0.178,-0.0403,0.1124,-0.0122,1725.0,-91.8,6.5,41.4,78.02,85.37,-12.32,,58.568,,,,NaN,,,,0 / 0,7711,2014-12-14 04:29:22:936
-0.2452,-10.0616,0.9709,0.1766,-9.7758,0.7563,-0.4218,-0.2858,0.2146,-0.0147,0.1124,-0.0012,1725.0,-91.8,6.5,39.9,79.37,85.46,-13.14,,58.568,,,,NaN,,,,0 / 0,7773,2014-12-14 04:29:22:998
-0.2452,-10.0616,0.9709,0.1766,-9.7758,0.7563,-0.4218,-0.2858,0.2146,-0.0147,0.1124,-0.0012,1725.0,-91.8,6.5,39.9,79.37,85.46,-13.14,,58.568,,,,NaN,,,,0 / 0,7810,2014-12-14 04:29:23:035
